app_id,status,review_score,review_score_desc,total_positive,total_negative,total_reviews
5140,True,0,No user reviews,0,0,0
5141,True,0,No user reviews,0,0,0
5142,True,0,No user reviews,0,0,0
5143,True,0,No user reviews,0,0,0
5144,True,0,No user reviews,0,0,0
5145,True,0,No user reviews,0,0,0
5146,True,0,No user reviews,0,0,0
5147,True,0,No user reviews,0,0,0
5149,True,0,No user reviews,0,0,0
5150,True,0,No user reviews,0,0,0
5151,True,0,No user reviews,0,0,0
5152,True,0,No user reviews,0,0,0
5153,True,0,No user reviews,0,0,0
5154,True,0,No user reviews,0,0,0
5155,True,0,No user reviews,0,0,0
5157,True,0,No user reviews,0,0,0
5158,True,0,No user reviews,0,0,0
5159,True,0,No user reviews,0,0,0
5160,True,0,No user reviews,0,0,0
5161,True,0,No user reviews,0,0,0
5162,True,0,No user reviews,0,0,0
5163,True,0,No user reviews,0,0,0
5164,True,0,No user reviews,0,0,0
5165,True,0,No user reviews,0,0,0
5166,True,0,No user reviews,0,0,0
5167,True,0,No user reviews,0,0,0
5168,True,0,No user reviews,0,0,0
5169,True,0,No user reviews,0,0,0
5170,True,0,No user reviews,0,0,0
5172,True,0,No user reviews,0,0,0
5173,True,0,No user reviews,0,0,0
5174,True,0,No user reviews,0,0,0
5175,True,0,No user reviews,0,0,0
5177,True,0,No user reviews,0,0,0
5178,True,0,No user reviews,0,0,0
5179,True,0,No user reviews,0,0,0
5180,True,0,No user reviews,0,0,0
5181,True,0,No user reviews,0,0,0
5182,True,0,No user reviews,0,0,0
5183,True,0,No user reviews,0,0,0
5184,True,0,No user reviews,0,0,0
5185,True,0,No user reviews,0,0,0
5186,True,0,No user reviews,0,0,0
5187,True,0,No user reviews,0,0,0
5188,True,0,No user reviews,0,0,0
5189,True,0,No user reviews,0,0,0
5190,True,0,No user reviews,0,0,0
5191,True,0,No user reviews,0,0,0
5192,True,0,No user reviews,0,0,0
5193,True,0,No user reviews,0,0,0
5194,True,0,No user reviews,0,0,0
5195,True,0,No user reviews,0,0,0
5196,True,0,No user reviews,0,0,0
5197,True,0,No user reviews,0,0,0
5198,True,0,No user reviews,0,0,0
5199,True,0,No user reviews,0,0,0
5200,True,0,No user reviews,0,0,0
5201,True,0,No user reviews,0,0,0
5202,True,0,No user reviews,0,0,0
5203,True,0,No user reviews,0,0,0
5204,True,0,No user reviews,0,0,0
5205,True,0,No user reviews,0,0,0
5206,True,0,No user reviews,0,0,0
5207,True,0,No user reviews,0,0,0
5208,True,0,No user reviews,0,0,0
5209,True,0,No user reviews,0,0,0
5210,True,0,No user reviews,0,0,0
5211,True,0,No user reviews,0,0,0
5212,True,0,No user reviews,0,0,0
5213,True,0,No user reviews,0,0,0
5214,True,0,No user reviews,0,0,0
5215,True,0,No user reviews,0,0,0
5216,True,0,No user reviews,0,0,0
5217,True,0,No user reviews,0,0,0
5218,True,0,No user reviews,0,0,0
5219,True,0,No user reviews,0,0,0
5220,True,0,No user reviews,0,0,0
5221,True,0,No user reviews,0,0,0
5222,True,0,No user reviews,0,0,0
5223,True,0,No user reviews,0,0,0
5227,True,0,No user reviews,0,0,0
5231,True,0,No user reviews,0,0,0
5232,True,0,No user reviews,0,0,0
5233,True,0,No user reviews,0,0,0
5234,True,0,No user reviews,0,0,0
5235,True,0,No user reviews,0,0,0
5236,True,0,No user reviews,0,0,0
